timestamp,user_gid,action,status,failure_ratio,recent_download_count,label
2025-02-18 00:09:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,5,1
2025-02-07 00:59:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,8,1
2025-01-23 22:33:00,doctor@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-25 16:59:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-01-16 02:53:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,9,1
2025-02-06 03:59:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.95,0,1
2025-01-06 22:50:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,6,1
2025-01-06 14:58:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-16 01:20:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,14,1
2025-02-24 15:36:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-08 02:08:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,25,1
2025-02-12 00:54:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,18,1
2025-02-05 14:21:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.84,0,1
2025-01-10 06:40:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,3,0
2025-02-18 03:51:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,9,1
2025-02-10 22:39:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,29,1
2025-01-10 19:01:00,nurse@hosp.com,LOGOUT,FAILURE,0.08,0,0
2025-01-13 21:43:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-06 22:20:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-02-25 04:40:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,11,1
2025-02-12 03:19:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,29,1
2025-01-03 23:09:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,22,1
2025-01-22 11:29:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.75,0,1
2025-01-22 21:15:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-04 03:38:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,18,1
2025-02-18 13:38:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-01-17 03:12:00,admin@hosp.com,LOGOUT,FAILURE,0.14,0,0
2025-01-18 00:56:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,20,1
2025-01-16 01:24:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.3,0,1
2025-01-21 03:36:00,admin@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-02-06 03:07:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,13,1
2025-02-10 03:08:00,admin@hosp.com,DOWNLOAD,FAILURE,0.88,0,1
2025-02-18 14:09:00,admin@hosp.com,DOWNLOAD,FAILURE,0.86,0,1
2025-01-26 03:54:00,doctor@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-05 02:26:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,16,1
2025-01-20 04:48:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-10 04:47:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,27,1
2025-01-24 04:28:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,5,1
2025-02-02 22:26:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-05 02:06:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.75,0,1
2025-02-07 13:12:00,admin@hosp.com,DOWNLOAD,FAILURE,0.97,0,1
2025-02-06 06:32:00,admin@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-04 01:49:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,22,1
2025-01-13 10:56:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-07 07:57:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-23 02:18:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.57,0,1
2025-02-02 23:27:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,17,1
2025-01-17 04:45:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,5,1
2025-01-30 20:13:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-01-16 03:13:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-24 16:47:00,admin@hosp.com,DOWNLOAD,FAILURE,0.83,0,1
2025-01-24 03:25:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,29,1
2025-02-05 22:10:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,13,1
2025-02-03 17:43:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.68,0,1
2025-02-18 00:46:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,23,1
2025-01-07 15:59:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-02-19 01:06:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-09 06:51:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-28 02:42:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-31 18:36:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,0,0
2025-01-16 22:49:00,admin@hosp.com,LOGIN,FAILURE,0.07,0,0
2025-02-02 13:18:00,admin@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-08 01:45:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,8,1
2025-02-15 20:33:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,0,0
2025-01-18 02:04:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,12,1
2025-02-25 22:28:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-02 14:10:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.68,0,1
2025-02-17 11:32:00,doctor@hosp.com,LOGOUT,FAILURE,0.15,0,0
2025-02-04 08:23:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-02-16 05:42:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.45,0,1
2025-01-09 12:02:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-19 09:13:00,admin@hosp.com,DOWNLOAD,FAILURE,0.78,0,1
2025-01-24 21:38:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-01-18 01:21:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-21 01:37:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,24,1
2025-01-18 03:56:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,21,1
2025-01-07 19:27:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-01-05 05:27:00,nurse@hosp.com,LOGIN,FAILURE,0.15,0,0
2025-01-08 22:34:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,12,1
2025-01-10 04:48:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-24 16:06:00,admin@hosp.com,DOWNLOAD,FAILURE,0.69,0,1
2025-02-07 19:05:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-01-05 19:24:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-28 22:59:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,28,1
2025-01-11 10:38:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-21 11:58:00,doctor@hosp.com,VIEW_KEYS,FAILURE,0.12,0,0
2025-02-18 13:49:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-22 01:26:00,admin@hosp.com,DOWNLOAD,FAILURE,0.58,0,1
2025-02-06 02:37:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-05 00:28:00,admin@hosp.com,DOWNLOAD,FAILURE,0.84,0,1
2025-02-13 22:10:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,15,1
2025-01-20 14:02:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.61,0,1
2025-01-15 10:11:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.57,0,1
2025-02-13 19:09:00,admin@hosp.com,DOWNLOAD,FAILURE,0.51,0,1
2025-02-20 10:42:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.38,0,1
2025-01-06 21:55:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.83,0,1
2025-01-07 13:43:00,admin@hosp.com,DOWNLOAD,FAILURE,0.34,0,1
2025-01-07 12:28:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.39,0,1
2025-02-07 01:33:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,5,1
2025-01-16 12:21:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-18 00:24:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,15,1
